Group	Old_Group	Name	Antigenic_Formula	Alt_Antigenic_Formula	Species	Subspecies	Subspecies_symbol	O	Alt_O	Phase1	Phase2	OtherH	Added_Supplement	Updated_Supplement
O:7	C1	Brazzaville	I 6,7:b:1,2	I 6,7:b:1,2	enterica	enterica	I	6,7	6,7	b	1,2			
O:7	C1	II 6,7:b:1,5	II 6,7:b:1,5	II 6,7:b:1,5	enterica	salamae	II	6,7	6,7	b	1,5		48	
O:7	C1	Edinburg	I 6,7,14:b:1,5	I 6,7,[14]:b:1,5	enterica	enterica	I	6,7,14	6,7,[14]	b	1,5			
O:7	C1	Adime	I 6,7:b:1,6	I 6,7:b:1,6	enterica	enterica	I	6,7	6,7	b	1,6			
O:7	C1	Koumra	I 6,7:b:1,7	I 6,7:b:1,7	enterica	enterica	I	6,7	6,7	b	1,7			
O:7	C1	Lockleaze	I 6,7,14:b:e,n,x	I 6,7,[14]:b:e,n,x	enterica	enterica	I	6,7,14	6,7,[14]	b	e,n,x			
O:7	C1	Georgia	I 6,7:b:e,n,z15	I 6,7:b:e,n,z15	enterica	enterica	I	6,7	6,7	b	e,n,z15			
O:7	C1	II 6,7:b:[e,n,x]:z42	II 6,7:b:[e,n,x]:z42	II 6,7:b:[e,n,x]:z42	enterica	salamae	II	6,7	6,7	b	[e,n,x]	z42		
O:7	C1	Ohio	I 6,7,14:b:l,w:[z59]	I 6,7,[14]:b:l,w:[z59]	enterica	enterica	I	6,7,14	6,7,[14]	b	l,w	[z59]		
O:7	C1	Leopoldville	I 6,7,14:b:z6	I 6,7,[14]:b:z6	enterica	enterica	I	6,7,14	6,7,[14]	b	z6			
O:7	C1	Kotte	I 6,7:b:z35	I 6,7:b:z35	enterica	enterica	I	6,7	6,7	b	z35			
O:7	C1	II 6,7:b:z39	II 6,7:b:z39	II 6,7:b:z39	enterica	salamae	II	6,7	6,7	b	z39			
O:7	C1	Hissar	I 6,7,14:c:1,2	I 6,7,[14]:c:1,2	enterica	enterica	I	6,7,14	6,7,[14]	c	1,2			
O:7	C1	Paratyphi C	I 6,7,[Vi]:c:1,5	I 6,7,[Vi]:c:1,5	enterica	enterica	I	6,7,[Vi]	6,7,[Vi]	c	1,5			
O:7	C1	Choleraesuis	I 6,7:c:1,5	I 6,7:c:1,5	enterica	enterica	I	6,7	6,7	c	1,5			
O:7	C1	Typhisuis	I 6,7:c:1,5	I 6,7:c:1,5	enterica	enterica	I	6,7	6,7	c	1,5			
O:7	C1	Birkenhead	I 6,7:c:1,6	I 6,7:c:1,6	enterica	enterica	I	6,7	6,7	c	1,6			
O:7	C1	Schwabach	I 6,7:c:1,7	I 6,7:c:1,7	enterica	enterica	I	6,7	6,7	c	1,7			
O:7	C1	Cotonou	I 6,7:c:z6	I 6,7:c:z6	enterica	enterica	I	6,7	6,7	c	z6			
O:7	C1	Namibia	I 6,7:c:e,n,x	I 6,7:c:e,n,x	enterica	enterica	I	6,7	6,7	c	e,n,x			
O:7	C1	Kaduna	I 6,7,14:c:e,n,z15	I 6,7,[14]:c:e,n,z15	enterica	enterica	I	6,7,14	6,7,[14]	c	e,n,z15			
O:7	C1	Kisii	I 6,7:d:1,2	I 6,7:d:1,2	enterica	enterica	I	6,7	6,7	d	1,2			
O:7	C1	Isangi	I 6,7,14:d:1,5	I 6,7,[14]:d:1,5	enterica	enterica	I	6,7,14	6,7,[14]	d	1,5			
O:7	C1	Kivu	I 6,7:d:1,6	I 6,7:d:1,6	enterica	enterica	I	6,7	6,7	d	1,6			
O:7	C1	Kambole	I 6,7:d:1,[2],7	I 6,7:d:1,[2],7	enterica	enterica	I	6,7	6,7	d	1,[2],7			
O:7	C1	Amersfoort	I 6,7,14:d:e,n,x	I 6,7,[14]:d:e,n,x	enterica	enterica	I	6,7,14	6,7,[14]	d	e,n,x			
O:7	C1	Amersfoort var. 14+	I 6,7,14:d:e,n,x	I 6,7,14:d:e,n,x	enterica	enterica	I	6,7,14	6,7,14	d	e,n,x			
O:7	C1	Gombe	I 6,7,14:d:e,n,z15	I 6,7,[14]:d:e,n,z15	enterica	enterica	I	6,7,14	6,7,[14]	d	e,n,z15			
O:7	C1	Livingstone	I 6,7,14:d:l,w	I 6,7,[14]:d:l,w	enterica	enterica	I	6,7,14	6,7,[14]	d	l,w			
O:7	C1	Livingstone var. 14+	I 6,7,14:d:l,w	I 6,7,14:d:l,w	enterica	enterica	I	6,7,14	6,7,14	d	l,w			
O:7	C1	Wil	I 6,7:d:l,z13,z28	I 6,7:d:l,z13,z28	enterica	enterica	I	6,7	6,7	d	l,z13,z28			
O:7	C1	Nieukerk	I 6,7,14:d:z6	I 6,7,[14]:d:z6	enterica	enterica	I	6,7,14	6,7,[14]	d	z6			
O:7	C1	II 6,7:d:z42	II 6,7:d:z42	II 6,7:d:z42	enterica	salamae	II	6,7	6,7	d	z42			
O:7	C1	Larochelle	I 6,7:e,h:1,2	I 6,7:e,h:1,2	enterica	enterica	I	6,7	6,7	e,h	1,2			
O:7	C1	Lomita	I 6,7:e,h:1,5	I 6,7:e,h:1,5	enterica	enterica	I	6,7	6,7	e,h	1,5			
O:7	C1	Norwich	I 6,7:e,h:1,6	I 6,7:e,h:1,6	enterica	enterica	I	6,7	6,7	e,h	1,6			
O:7	C1	Nola	I 6,7:e,h:1,7	I 6,7:e,h:1,7	enterica	enterica	I	6,7	6,7	e,h	1,7			
O:7	C1	Braenderup	I 6,7,14:e,h:e,n,z15	I 6,7,[14]:e,h:e,n,z15	enterica	enterica	I	6,7,14	6,7,[14]	e,h	e,n,z15			
O:7	C1	II 6,7:e,n,x:1,6:z42	II 6,7:e,n,x:1,6:z42	II 6,7:e,n,x:1,6:z42	enterica	salamae	II	6,7	6,7	e,n,x	1,6	z42		
O:7	C1	Kastrup	I 6,7:e,n,z15:1,6	I 6,7:e,n,z15:1,6	enterica	enterica	I	6,7	6,7	e,n,z15	1,6			
O:7	C1	Rissen	I 6,7,14:f,g:–	I 6,7,[14]:f,g:–	enterica	enterica	I	6,7,14	6,7,[14]	f,g	–			
O:7	C1	Rissen var. 14+	I 6,7,14:f,g:–	I 6,7,14:f,g:–	enterica	enterica	I	6,7,14	6,7,14	f,g	–			
O:7	C1	Eingedi	I 6,7:f,g,t:1,2,7	I 6,7:f,g,t:1,2,7	enterica	enterica	I	6,7	6,7	f,g,t	1,2,7			
O:7	C1	Afula	I 6,7:f,g,t:e,n,x	I 6,7:f,g,t:e,n,x	enterica	enterica	I	6,7	6,7	f,g,t	e,n,x			
O:7	C1	Montevideo	I 6,7,14:g,m,[p],s:[1,2,7]	I 6,7,[14]:g,m,[p],s:[1,2,7]	enterica	enterica	I	6,7,14	6,7,[14]	g,m,[p],s	[1,2,7]			
O:7	C1	Lubbock	I 6,7:g,m,s:e,n,z15	I 6,7:g,m,s:e,n,z15	enterica	enterica	I	6,7	6,7	g,m,s	e,n,z15			
O:7	C1	II 6,7:g,m,[s],t:e,n,x	II 6,7:g,m,[s],t:e,n,x	II 6,7:g,m,[s],t:e,n,x	enterica	salamae	II	6,7	6,7	g,m,[s],t	e,n,x			
O:7	C1	II 6,7:(g),m,[s],t:1,5	II 6,7:(g),m,[s],t:1,5	II 6,7:(g),m,[s],t:1,5	enterica	salamae	II	6,7	6,7	(g),m,[s],t	1,5			
O:7	C1	II 6,7:g,m,s,t:z39	II 6,7:g,m,s,t:z39	II 6,7:g,m,s,t:z39	enterica	salamae	II	6,7	6,7	g,m,s,t	z39			
O:7	C1	II 6,7:g,[m],s,t:[z42]	II 6,7:g,[m],s,t:[z42]	II 6,7:g,[m],s,t:[z42]	enterica	salamae	II	6,7	6,7	g,[m],s,t	[z42]			
O:7	C1	Othmarschen	I 6,7,14:g,m,[t]:–	I 6,7,[14]:g,m,[t]:–	enterica	enterica	I	6,7,14	6,7,[14]	g,m,[t]	–			
O:7	C1	Plumaugat	I 6,7:g,s,q:–	I 6,7:g,s,q:–	enterica	enterica	I	6,7	6,7	g,s,q	–			
O:7	C1	Menston	I 6,7:g,s,[t]:[1,6]	I 6,7:g,s,[t]:[1,6]	enterica	enterica	I	6,7	6,7	g,s,[t]	[1,6]			
O:7	C1	II 6,7:g,t:[e,n,x]:z42	II 6,7:g,t:[e,n,x]:z42	II 6,7:g,t:[e,n,x]:z42	enterica	salamae	II	6,7	6,7	g,t	[e,n,x]	z42		
O:7	C1	Riggil	I 6,7:g,(t):–	I 6,7:g,(t):–	enterica	enterica	I	6,7	6,7	g,(t)	–			
O:7	C1	Alamo	I 6,7:g,z51:1,5	I 6,7:g,z51:1,5	enterica	enterica	I	6,7	6,7	g,z51	1,5			
O:7	C1	Larose	I 6,7:g,z51:e,n,z15	I 6,7:g,z51:e,n,z15	enterica	enterica	I	6,7	6,7	g,z51	e,n,z15			
O:7	C1	IV 6,7:g,z51:–	IV 6,7:g,z51:–	IV 6,7:g,z51:–	enterica	houtenae	IV	6,7	6,7	g,z51	–			
O:7	C1	Haelsingborg	I 6,7:m,p,t,[u]:–	I 6,7:m,p,t,[u]:–	enterica	enterica	I	6,7	6,7	m,p,t,[u]	–			
O:7	C1	Winston	I 6,7:m,t:1,6	I 6,7:m,t:1,6	enterica	enterica	I	6,7	6,7	m,t	1,6			
O:7	C1	Oakey	I 6,7:m,t:z64	I 6,7:m,t:z64	enterica	enterica	I	6,7	6,7	m,t	z64			
O:7	C1	II 6,7:m,t:–	II 6,7:m,t:–	II 6,7:m,t:–	enterica	salamae	II	6,7	6,7	m,t	–			
O:7	C1	Oranienburg	I 6,7,14:m,t:[z57]	I 6,7,[14]:m,t:[z57]	enterica	enterica	I	6,7,14	6,7,[14]	m,t	[z57]			
O:7	C1	Oranienburg var. 14+	I 6,7,14:m,t:[z57]	I 6,7,14:m,t:[z57]	enterica	enterica	I	6,7,14	6,7,14	m,t	[z57]			
O:7	C1	Augustenborg	I 6,7,14:i:1,2	I 6,7,[14]:i:1,2	enterica	enterica	I	6,7,14	6,7,[14]	i	1,2			
O:7	C1	Oritamerin	I 6,7:i:1,5	I 6,7:i:1,5	enterica	enterica	I	6,7	6,7	i	1,5			
O:7	C1	Garoli	I 6,7:i:1,6	I 6,7:i:1,6	enterica	enterica	I	6,7	6,7	i	1,6			
O:7	C1	Lika	I 6,7:i:1,7	I 6,7:i:1,7	enterica	enterica	I	6,7	6,7	i	1,7			
O:7	C1	Athinai	I 6,7:i:e,n,z15	I 6,7:i:e,n,z15	enterica	enterica	I	6,7	6,7	i	e,n,z15			
O:7	C1	Norton	I 6,7:i:l,w	I 6,7:i:l,w	enterica	enterica	I	6,7	6,7	i	l,w			
O:7	C1	Stuttgart	I 6,7,14:i:z6	I 6,7,[14]:i:z6	enterica	enterica	I	6,7,14	6,7,[14]	i	z6			
O:7	C1	Galiema	I 6,7,14:k:1,2	I 6,7,[14]:k:1,2	enterica	enterica	I	6,7,14	6,7,[14]	k	1,2			
O:7	C1	Thompson	I 6,7,14:k:1,5:[R1…]	I 6,7,[14]:k:1,5:[R1…]	enterica	enterica	I	6,7,14	6,7,[14]	k	1,5	[R1…]		
O:7	C1	Daytona	I 6,7:k:1,6	I 6,7:k:1,6	enterica	enterica	I	6,7	6,7	k	1,6			
O:7	C1	Baiboukoum	I 6,7:k:1,7	I 6,7:k:1,7	enterica	enterica	I	6,7	6,7	k	1,7			
O:7	C1	Singapore	I 6,7:k:e,n,x	I 6,7:k:e,n,x	enterica	enterica	I	6,7	6,7	k	e,n,x			
O:7	C1	Escanaba	I 6,7:k:e,n,z15	I 6,7:k:e,n,z15	enterica	enterica	I	6,7	6,7	k	e,n,z15			
O:7	C1	IIIb 6,7:(k):z:[z55]	IIIb 6,7:(k):z:[z55]	IIIb 6,7:(k):z:[z55]	enterica	diarizonae	IIIb	6,7	6,7	(k)	z	[z55]		
O:7	C1	II 6,7:k:[z6]	II 6,7:k:[z6]	II 6,7:k:[z6]	enterica	salamae	II	6,7	6,7	k	[z6]			
O:7	C1	Ashford	I 6,7:k:z35	I 6,7:k:z35	enterica	enterica	I	6,7	6,7	k	z35		48	
O:7	C1	Concord	I 6,7:l,v:1,2	I 6,7:l,v:1,2	enterica	enterica	I	6,7	6,7	l,v	1,2			
O:7	C1	Irumu	I 6,7:l,v:1,5	I 6,7:l,v:1,5	enterica	enterica	I	6,7	6,7	l,v	1,5			
O:7	C1	IIIb 6,7:l,v:1,5,7	IIIb 6,7:l,v:1,5,7	IIIb 6,7:l,v:1,5,7	enterica	diarizonae	IIIb	6,7	6,7	l,v	1,5,7			
O:7	C1	Mkamba	I 6,7:l,v:1,6	I 6,7:l,v:1,6	enterica	enterica	I	6,7	6,7	l,v	1,6			
O:7	C1	Kortrijk	I 6,7:l,v:1,7	I 6,7:l,v:1,7	enterica	enterica	I	6,7	6,7	l,v	1,7			
O:7	C1	Bonn	I 6,7:l,v:e,n,x	I 6,7:l,v:e,n,x	enterica	enterica	I	6,7	6,7	l,v	e,n,x			
O:7	C1	Potsdam	I 6,7,14:l,v:e,n,z15	I 6,7,[14]:l,v:e,n,z15	enterica	enterica	I	6,7,14	6,7,[14]	l,v	e,n,z15			
O:7	C1	Gdansk	I 6,7,14:l,v:z6	I 6,7,[14]:l,v:z6	enterica	enterica	I	6,7,14	6,7,[14]	l,v	z6			
O:7	C1	Gdansk var. 14+	I 6,7,14:l,v:z6	I 6,7,[14]:l,v:z6	enterica	enterica	I	6,7,14	6,7,[14]	l,v	z6			
O:7	C1	Coromandel	I 6,7:l,v:z35	I 6,7:l,v:z35	enterica	enterica	I	6,7	6,7	l,v	z35			
O:7	C1	IIIb 6,7:l,v:z53	IIIb 6,7:l,v:z53	IIIb 6,7:l,v:z53	enterica	diarizonae	IIIb	6,7	6,7	l,v	z53			
O:7	C1	Gabon	I 6,7:l,w:1,2	I 6,7:l,w:1,2	enterica	enterica	I	6,7	6,7	l,w	1,2			
O:7	C1	Colorado	I 6,7:l,w:1,5	I 6,7:l,w:1,5	enterica	enterica	I	6,7	6,7	l,w	1,5			
O:7	C1	II 6,7:l,w:1,5,7	II 6,7:l,w:1,5,7	II 6,7:l,w:1,5,7	enterica	salamae	II	6,7	6,7	l,w	1,5,7			
O:7	C1	Langeveld	I 6,7:l,w:e,n,z15	I 6,7:l,w:e,n,z15	enterica	enterica	I	6,7	6,7	l,w	e,n,z15			
O:7	C1	II 6,7:l,w:z42	II 6,7:l,w:z42	II 6,7:l,w:z42	enterica	salamae	II	6,7	6,7	l,w	z42			
O:7	C1	Nessziona	I 6,7:l,z13:1,5	I 6,7:l,z13:1,5	enterica	enterica	I	6,7	6,7	l,z13	1,5			
O:7	C1	Kenya	I 6,7:l,z13:e,n,x	I 6,7:l,z13:e,n,x	enterica	enterica	I	6,7	6,7	l,z13	e,n,x			
O:7	C1	Neukoelln	I 6,7:l,z13,[z28]:e,n,z15	I 6,7:l,z13,[z28]:e,n,z15	enterica	enterica	I	6,7	6,7	l,z13,[z28]	e,n,z15			
O:7	C1	Makiso	I 6,7:l,z13,z28:z6	I 6,7:l,z13,z28:z6	enterica	enterica	I	6,7	6,7	l,z13,z28	z6			
O:7	C1	Strathcona	I 6,7:l,z13,z28:1,7	I 6,7:l,z13,z28:1,7	enterica	enterica	I	6,7	6,7	l,z13,z28	1,7			
O:7	C1	II 6,7:l,z28:1,5:[z42]	II 6,7:l,z28:1,5:[z42]	II 6,7:l,z28:1,5:[z42]	enterica	salamae	II	6,7	6,7	l,z28	1,5	[z42]		
O:7	C1	II 6,7:l,z28:e,n,x	II 6,7:l,z28:e,n,x	II 6,7:l,z28:e,n,x	enterica	salamae	II	6,7	6,7	l,z28	e,n,x			
O:7	C1	II 6,7:l,z28:z6	II 6,7:l,z28:z6	II 6,7:l,z28:z6	enterica	salamae	II	6,7	6,7	l,z28	z6			
O:7	C1	Virchow	I 6,7,14:r:1,2	I 6,7,[14]:r:1,2	enterica	enterica	I	6,7,14	6,7,[14]	r	1,2			
O:7	C1	Infantis	I 6,7,14:r:1,5:[R1…],[z37],[z45],[z49]	I 6,7,[14]:r:1,5:[R1…],[z37],[z45],[z49]	enterica	enterica	I	6,7,14	6,7,[14]	r	1,5	[R1…],[z37],[z45],[z49]		
O:7	C1	Nigeria	I 6,7:r:1,6	I 6,7:r:1,6	enterica	enterica	I	6,7	6,7	r	1,6			
O:7	C1	Colindale	I 6,7:r:1,7	I 6,7:r:1,7	enterica	enterica	I	6,7	6,7	r	1,7			
O:7	C1	Papuana	I 6,7:r:e,n,z15	I 6,7:r:e,n,z15	enterica	enterica	I	6,7	6,7	r	e,n,z15			
O:7	C1	Grampian	I 6,7:r:l,w	I 6,7:r:l,w	enterica	enterica	I	6,7	6,7	r	l,w			
O:7	C1	Richmond	I 6,7:y:1,2	I 6,7:y:1,2	enterica	enterica	I	6,7	6,7	y	1,2			
O:7	C1	Bareilly	I 6,7,14:y:1,5	I 6,7,[14]:y:1,5	enterica	enterica	I	6,7,14	6,7,[14]	y	1,5			
O:7	C1	Oyonnax	I 6,7:y:1,6	I 6,7:y:1,6	enterica	enterica	I	6,7	6,7	y	1,6			
O:7	C1	Gatow	I 6,7:y:1,7	I 6,7:y:1,7	enterica	enterica	I	6,7	6,7	y	1,7			
O:7	C1	Hartford	I 6,7:y:e,n,x:[z67]	I 6,7:y:e,n,x:[z67]	enterica	enterica	I	6,7	6,7	y	e,n,x	[z67]		
O:7	C1	Mikawasima	I 6,7,14:y:e,n,z15:[z47],[z50]	I 6,7,[14]:y:e,n,z15:[z47],[z50]	enterica	enterica	I	6,7,14	6,7,[14]	y	e,n,z15	[z47],[z50]		
O:7	C1	Chile	I 6,7:z:1,2	I 6,7:z:1,2	enterica	enterica	I	6,7	6,7	z	1,2			
O:7	C1	Poitiers	I 6,7:z:1,5	I 6,7:z:1,5	enterica	enterica	I	6,7	6,7	z	1,5			
O:7	C1	II 6,7:z:1,5	II 6,7:z:1,5	II 6,7:z:1,5	enterica	salamae	II	6,7	6,7	z	1,5			
O:7	C1	Oakland	I 6,7:z:1,6,[7]	I 6,7:z:1,6,[7]	enterica	enterica	I	6,7	6,7	z	1,6,[7]			
O:7	C1	Cayar	I 6,7:z:e,n,x	I 6,7:z:e,n,x	enterica	enterica	I	6,7	6,7	z	e,n,x			
O:7	C1	II 6,7:z:e,n,x	II 6,7:z:e,n,x	II 6,7:z:e,n,x	enterica	salamae	II	6,7	6,7	z	e,n,x			
O:7	C1	II 6,7:z:e,n,x,z15	II 6,7:z:e,n,x,z15	II 6,7:z:e,n,x,z15	enterica	salamae	II	6,7	6,7	z	e,n,x,z15		48	
O:7	C1	Businga	I 6,7:z:e,n,z15	I 6,7:z:e,n,z15	enterica	enterica	I	6,7	6,7	z	e,n,z15			
O:7	C1	Bruck	I 6,7:z:l,w	I 6,7:z:l,w	enterica	enterica	I	6,7	6,7	z	l,w			
O:7	C1	II 6,7:z:z6	II 6,7:z:z6	II 6,7:z:z6	enterica	salamae	II	6,7	6,7	z	z6			
O:7	C1	II 6,7:z:z39	II 6,7:z:z39	II 6,7:z:z39	enterica	salamae	II	6,7	6,7	z	z39			
O:7	C1	II 6,7:z:z42	II 6,7:z:z42	II 6,7:z:z42	enterica	salamae	II	6,7	6,7	z	z42			
O:7	C1	Obogu	I 6,7:z4,z23:1,5	I 6,7:z4,z23:1,5	enterica	enterica	I	6,7	6,7	z4,z23	1,5			
O:7	C1	Planckendael	I 6,7:z4,z23:1,6	I 6,7:z4,z23:1,6	enterica	enterica	I	6,7	6,7	z4,z23	1,6			
O:7	C1	Aequatoria	I 6,7:z4,z23:e,n,z15	I 6,7:z4,z23:e,n,z15	enterica	enterica	I	6,7	6,7	z4,z23	e,n,z15			
O:7	C1	Goma	I 6,7:z4,z23:z6	I 6,7:z4,z23:z6	enterica	enterica	I	6,7	6,7	z4,z23	z6			
O:7	C1	II 6,7:z4,z23:–	II 6,7:z4,z23:–	II 6,7:z4,z23:–	enterica	salamae	II	6,7	6,7	z4,z23	–			
O:7	C1	IV 6,7:z4,z23:–	IV 6,7:z4,z23:–	IV 6,7:z4,z23:–	enterica	houtenae	IV	6,7	6,7	z4,z23	–			
O:7	C1	Zollikerberg	I 6,7:z4,z24:1,5	I 6,7:z4,z24:1,5	enterica	enterica	I	6,7	6,7	z4,z24	1,5		48	
O:7	C1	II 6,7:z4,z24:z42	II 6,7:z4,z24:z42	II 6,7:z4,z24:z42	enterica	salamae	II	6,7	6,7	z4,z24	z42			
O:7	C1	Somone	I 6,7:z4,z24:–	I 6,7:z4,z24:–	enterica	enterica	I	6,7	6,7	z4,z24	–			
O:7	C1	IV 6,7:z4,z24:–	IV 6,7:z4,z24:–	IV 6,7:z4,z24:–	enterica	houtenae	IV	6,7	6,7	z4,z24	–			
O:7	C1	II 6,7:z6:1,7	II 6,7:z6:1,7	II 6,7:z6:1,7	enterica	salamae	II	6,7	6,7	z6	1,7			
O:7	C1	Menden	I 6,7:z10:1,2	I 6,7:z10:1,2	enterica	enterica	I	6,7	6,7	z10	1,2			
O:7	C1	Inganda	I 6,7:z10:1,5	I 6,7:z10:1,5	enterica	enterica	I	6,7	6,7	z10	1,5			
O:7	C1	Eschweiler	I 6,7:z10:1,6	I 6,7:z10:1,6	enterica	enterica	I	6,7	6,7	z10	1,6			
O:7	C1	Ngili	I 6,7:z10:1,7	I 6,7:z10:1,7	enterica	enterica	I	6,7	6,7	z10	1,7			
O:7	C1	Djugu	I 6,7:z10:e,n,x	I 6,7:z10:e,n,x	enterica	enterica	I	6,7	6,7	z10	e,n,x			
O:7	C1	Mbandaka	I 6,7,14:z10:e,n,z15:[z37],[z45]	I 6,7,[14]:z10:e,n,z15:[z37],[z45]	enterica	enterica	I	6,7,14	6,7,[14]	z10	e,n,z15	[z37],[z45]		
O:7	C1	Jerusalem	I 6,7,14:z10:l,w	I 6,7,[14]:z10:l,w	enterica	enterica	I	6,7,14	6,7,[14]	z10	l,w			
O:7	C1	Redba	I 6,7:z10:z6	I 6,7:z10:z6	enterica	enterica	I	6,7	6,7	z10	z6			
O:7	C1	Omuna	I 6,7:z10:z35	I 6,7:z10:z35	enterica	enterica	I	6,7	6,7	z10	z35			
O:7	C1	Tennessee	I 6,7,14:z29:[1,2,7]	I 6,7,[14]:z29:[1,2,7]	enterica	enterica	I	6,7,14	6,7,[14]	z29	[1,2,7]			
O:7	C1	II 6,7:z29:[z42]	II 6,7:z29:[z42]	II 6,7:z29:[z42]	enterica	salamae	II	6,7	6,7	z29	[z42]			
O:7	C1	Tienba	I 6,7:z35:1,6	I 6,7:z35:1,6	enterica	enterica	I	6,7	6,7	z35	1,6			
O:7	C1	Palime	I 6,7:z35:e,n,z15	I 6,7:z35:e,n,z15	enterica	enterica	I	6,7	6,7	z35	e,n,z15			
O:7	C1	Tampico	I 6,7:z36:e,n,z15	I 6,7:z36:e,n,z15	enterica	enterica	I	6,7	6,7	z36	e,n,z15			
O:7	C1	II 6,7:z36:z42	II 6,7:z36:z42	II 6,7:z36:z42	enterica	salamae	II	6,7	6,7	z36	z42			
O:7	C1	IV 6,7:z36:–	IV 6,7:z36:–	IV 6,7:z36:–	enterica	houtenae	IV	6,7	6,7	z36	–			
O:7	C1	Rumford	I 6,7:z38:1,2:[z82]	I 6,7:z38:1,2:[z82]	enterica	enterica	I	6,7	6,7	z38	1,2	[z82]		
O:7	C1	II 6,7:z38:e,n,x	II 6,7:z38:e,n,x	II 6,7:z38:e,n,x	enterica	salamae	II	6,7	6,7	z38	e,n,x		47	
O:7	C1	Lille	I 6,7,14:z38:–:[z82]	I 6,7,[14]:z38:–:[z82]	enterica	enterica	I	6,7,14	6,7,[14]	z38	–	[z82]		
O:7	C1	Lille var. 14+	I 6,7,14:z38:–:[z82]	I 6,7,14:z38:–:[z82]	enterica	enterica	I	6,7,14	6,7,14	z38	–	[z82]		
O:7	C1	IIIb 6,7,14:z39:1,2	IIIb 6,7,14:z39:1,2	IIIb 6,7,[14]:z39:1,2	enterica	diarizonae	IIIb	6,7,14	6,7,[14]	z39	1,2			
O:7	C1	II 6,7:z39:1,5,7	II 6,7:z39:1,5,7	II 6,7:z39:1,5,7	enterica	salamae	II	6,7	6,7	z39	1,5,7			
O:7	C1	VI 6,7:z41:1,7	VI 6,7:z41:1,7	VI 6,7:z41:1,7	enterica	indica	VI	6,7	6,7	z41	1,7			
O:7	C1	Hillsborough	I 6,7:z41:l,w	I 6,7:z41:l,w	enterica	enterica	I	6,7	6,7	z41	l,w			
O:7	C1	Tamilnadu	I 6,7:z41:z35	I 6,7:z41:z35	enterica	enterica	I	6,7	6,7	z41	z35			
O:7	C1	II 6,7:z42:1,[5],7	II 6,7:z42:1,[5],7	II 6,7:z42:1,[5],7	enterica	salamae	II	6,7	6,7	z42	1,[5],7			
O:7	C1	Bulovka	I 6,7:z44:–	I 6,7:z44:–	enterica	enterica	I	6,7	6,7	z44	–			
O:7	C1	II 6,7:–:1,6	II 6,7:–:1,6	II 6,7:–:1,6	enterica	salamae	II	6,7	6,7	–	1,6			
O:8	C2–C3	Be	I 8,20:a:[z6]	I 8,[20]:a:[z6]	enterica	enterica	I	8,20	8,[20]	a	[z6]			
O:8	C2–C3	Valdosta	I 6,8:a:1,2	I 6,8:a:1,2	enterica	enterica	I	6,8	6,8	a	1,2			
O:8	C2–C3	Doncaster	I 6,8:a:1,5	I 6,8:a:1,5	enterica	enterica	I	6,8	6,8	a	1,5			
O:8	C2–C3	Curacao	I 6,8:a:1,6	I 6,8:a:1,6	enterica	enterica	I	6,8	6,8	a	1,6			
O:8	C2–C3	Nordufer	I 6,8:a:1,7	I 6,8:a:1,7	enterica	enterica	I	6,8	6,8	a	1,7			
O:8	C2–C3	Narashino	I 6,8:a:e,n,x	I 6,8:a:e,n,x	enterica	enterica	I	6,8	6,8	a	e,n,x			
O:8	C2–C3	II 6,8:a:e,n,x	II 6,8:a:e,n,x	II 6,8:a:e,n,x	enterica	salamae	II	6,8	6,8	a	e,n,x			
O:8	C2–C3	Leith	I 6,8:a:e,n,z15	I 6,8:a:e,n,z15	enterica	enterica	I	6,8	6,8	a	e,n,z15			
O:8	C2–C3	II 6,8:a:z39	II 6,8:a:z39	II 6,8:a:z39	enterica	salamae	II	6,8	6,8	a	z39			
O:8	C2–C3	II 6,8:a:z52	II 6,8:a:z52	II 6,8:a:z52	enterica	salamae	II	6,8	6,8	a	z52			
O:8	C2–C3	Djelfa	I 8:b:1,2	I 8:b:1,2	enterica	enterica	I	8	8	b	1,2			
O:8	C2–C3	Skansen	I 6,8:b:1,2	I 6,8:b:1,2	enterica	enterica	I	6,8	6,8	b	1,2			
O:8	C2–C3	Korbol	I 8,20:b:1,5	I 8,[20]:b:1,5	enterica	enterica	I	8,20	8,[20]	b	1,5			
O:8	C2–C3	Nagoya	I 6,8:b:1,5	I 6,8:b:1,5	enterica	enterica	I	6,8	6,8	b	1,5			
O:8	C2–C3	II 6,8:b:1,5	II 6,8:b:1,5	II 6,8:b:1,5	enterica	salamae	II	6,8	6,8	b	1,5			
O:8	C2–C3	Stourbridge	I 6,8:b:1,6	I 6,8:b:1,6	enterica	enterica	I	6,8	6,8	b	1,6			
O:8	C2–C3	Sanga	I 8:b:1,7	I 8:b:1,7	enterica	enterica	I	8	8	b	1,7			
O:8	C2–C3	Eboko	I 6,8:b:1,7	I 6,8:b:1,7	enterica	enterica	I	6,8	6,8	b	1,7			
O:8	C2–C3	Konstanz	I 8:b:e,n,x	I 8:b:e,n,x	enterica	enterica	I	8	8	b	e,n,x			
O:8	C2–C3	Gatuni	I 6,8:b:e,n,x	I 6,8:b:e,n,x	enterica	enterica	I	6,8	6,8	b	e,n,x			
O:8	C2–C3	Shipley	I 8,20:b:e,n,z15	I 8,[20]:b:e,n,z15	enterica	enterica	I	8,20	8,[20]	b	e,n,z15			
